# mapping_set_id: https://w3id.org/lmodel/dpv/mappings/dpv-legal-eu-aiact-iso42001
# mapping_set_description: DPV `legal/eu/aiact` extension <-> ISO/IEC 42001:2023 (AI Management Systems) clause / control alignment. LLM-seeded candidate alignments (Claude Opus 4.7) connecting EU AI Act roles (Provider/Deployer/Importer/Distributor/Authorised Representative), risk-level taxonomy (Prohibited/HighRisk/LimitedRisk/Minimal/Permitted), system types (GPAI/GPAIModel), Annex III high-risk areas, conformity-assessment & post-market-monitoring concepts to ISO 42001 AIMS clauses (governance, AI risk treatment, lifecycle data/process control) and Annex A/B reference controls. Each row classifies as `semapv:LLMBasedMatching` per the Semantic Mapping Vocabulary and requires human review before promotion to `semapv:LLMBasedMatching`. Highest-leverage overlay for FINOS AI-governance use cases alongside `dpv-ai-iso42001.sssom.tsv`.
# mapping_set_version: 0.2
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_provider: "https://github.com/copilot (model: Claude Opus 4.7)"
# curie_map:
#   legal_eu_aiact: https://w3id.org/lmodel/dpv/legal/eu/aiact/
#   iso42001: https://w3id.org/lmodel/iso42001/
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/

subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_source
legal_eu_aiact:RiskManagementSystem	Risk Management System	skos:closeMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:QualityManagementSystem	Quality Management System	skos:closeMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIProvider	AI Provider	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIDeployer	AI Deployer	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIImporter	AI Importer	skos:relatedMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIDistributor	AI Distributor	skos:relatedMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIProductManufacturer	AI Product Manufacturer	skos:relatedMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AuthorisedRepresentative	Authorised Representative	skos:relatedMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIOperator	AI Operator	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:HumanOverseer	Human Overseer	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:DeployerHumanOversightMeasure	Deployer Human-Oversight Measure	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:ProviderHumanOversightMeasure	Provider Human-Oversight Measure	skos:closeMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AILiteracy	AI Literacy	skos:relatedMatch	iso42001:AIReferenceControl	AI Reference Control	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:ConformityAssessment	Conformity Assessment	skos:closeMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:ConformityAssessmentBody	Conformity Assessment Body	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:EUDeclarationOfConformity	EU Declaration of Conformity	skos:closeMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:CEMarking	CE Marking	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:TechnicalDocumentation	Technical Documentation	skos:closeMatch	iso42001:DataResource	Data Resource	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:InstructionForUse	Instruction for Use	skos:closeMatch	iso42001:DataResource	Data Resource	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:PostMarketMonitoringSystem	Post-Market Monitoring System	skos:closeMatch	iso42001:AIIncident	AI Incident	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:PostMarketMonitoringPlan	Post-Market Monitoring Plan	skos:closeMatch	iso42001:AIIncident	AI Incident	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:PostMarketMonitoringSystemDocumentation	Post-Market Monitoring System Documentation	skos:closeMatch	iso42001:AIIncident	AI Incident	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:SeriousIncident	Serious Incident	skos:closeMatch	iso42001:AIIncident	AI Incident	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:TrainingData	Training Data	skos:closeMatch	iso42001:DataResource	Data Resource	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:TestingData	Testing Data	skos:closeMatch	iso42001:DataResource	Data Resource	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:ValidationData	Validation Data	skos:closeMatch	iso42001:DataResource	Data Resource	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:FRIA	Fundamental Rights Impact Assessment	skos:closeMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:HighRiskAIAssessment	High-Risk AI Assessment	skos:closeMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AISystemPerformance	AI System Performance	skos:closeMatch	iso42001:AISystem	AI System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:ReasonablyForeseeableMisuse	Reasonably Foreseeable Misuse	skos:closeMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:SafetyComponent	Safety Component	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:RealtimeRemoteBiometricIdentificationSystem	Real-Time Remote Biometric ID System	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:PostRemoteBiometricIdentificationSystem	Post Remote Biometric ID System	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:EmotionRecognitionSystem	Emotion Recognition System	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:BiometricCategorisationSystem	Biometric Categorisation System	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:DeepFakeGeneration	Deep-Fake Generation	skos:relatedMatch	iso42001:AIRisk	AI Risk	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIRegulatorySandbox	AI Regulatory Sandbox	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:TestingRealWorldConditions	Testing in Real-World Conditions	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:NotifiedBody	Notified Body	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:NotifyingAuthority	Notifying Authority	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:MarketSurveillanceAuthority	Market Surveillance Authority	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:NationalCompetentAuthority	National Competent Authority	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
legal_eu_aiact:AIOffice	AI Office	skos:relatedMatch	iso42001:AIManagementSystem	AI Management System	semapv:LLMBasedMatching	ISO/IEC 42001:2023
