# mapping_set_id: https://w3id.org/lmodel/dpv/mappings/dpv-legal-eu-rights-cfreu
# mapping_set_description: DPV `legal/eu/rights` extension <-> Charter of Fundamental Rights of the European Union (CFREU, 2012/C 326/02) article alignment. LLM-seeded candidate alignments (Claude Opus 4.7) - each DPV rights class names a Charter article in its local identifier (e.g. `A8ProtectionOfPersonalData` <-> CFREU A8), so the seeded `skos:exactMatch` rows are straightforward; titles T1–T7 map to the corresponding Charter titles. Each row classifies as `semapv:LLMBasedMatching` per the Semantic Mapping Vocabulary and requires human review before promotion to `semapv:LLMBasedMatching`.
# mapping_set_version: 0.2
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_provider: "https://github.com/copilot (model: Claude Opus 4.7)"
# curie_map:
#   legal_eu_rights: https://w3id.org/lmodel/dpv/legal/eu/rights/
#   cfreu: http://data.europa.eu/eli/treaty/char_2012/art_
#   cfreu_title: http://data.europa.eu/eli/treaty/char_2012/tit_
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/

subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_source
legal_eu_rights:A11FreedomOfExpressionInformation	A11 Freedom of Expression & Information	skos:exactMatch	cfreu:11	Article 11 - Freedom of expression and information	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A12FreedomOfAssemblyAssociation	A12 Freedom of Assembly & Association	skos:exactMatch	cfreu:12	Article 12 - Freedom of assembly and of association	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A13FreedomOfArtsSciences	A13 Freedom of the Arts & Sciences	skos:exactMatch	cfreu:13	Article 13 - Freedom of the arts and sciences	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A14RightToEducation	A14 Right to Education	skos:exactMatch	cfreu:14	Article 14 - Right to education	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A15FreedomToChooseOccupationEngageWork	A15 Freedom to Choose Occupation & Engage in Work	skos:exactMatch	cfreu:15	Article 15 - Freedom to choose an occupation and right to engage in work	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A16FreedomToConductBusiness	A16 Freedom to Conduct a Business	skos:exactMatch	cfreu:16	Article 16 - Freedom to conduct a business	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A17RightToProperty	A17 Right to Property	skos:exactMatch	cfreu:17	Article 17 - Right to property	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A18RightToAsylum	A18 Right to Asylum	skos:exactMatch	cfreu:18	Article 18 - Right to asylum	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A19ProtectionRemovalExpulsionExtradition	A19 Protection in event of Removal/Expulsion/Extradition	skos:exactMatch	cfreu:19	Article 19 - Protection in the event of removal, expulsion or extradition	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A20EqualityBeforeLaw	A20 Equality Before the Law	skos:exactMatch	cfreu:20	Article 20 - Equality before the law	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A21NonDiscrimination	A21 Non-Discrimination	skos:exactMatch	cfreu:21	Article 21 - Non-discrimination	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A22CulturalReligiousLinguisticDiversity	A22 Cultural, Religious & Linguistic Diversity	skos:exactMatch	cfreu:22	Article 22 - Cultural, religious and linguistic diversity	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A23EqualityBetweenWomenMen	A23 Equality Between Women & Men	skos:exactMatch	cfreu:23	Article 23 - Equality between women and men	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A24RightsOfChild	A24 Rights of the Child	skos:exactMatch	cfreu:24	Article 24 - The rights of the child	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A25RightsOfElderly	A25 Rights of the Elderly	skos:exactMatch	cfreu:25	Article 25 - The rights of the elderly	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A26IntegrationOfPersonsWithDisabilities	A26 Integration of Persons with Disabilities	skos:exactMatch	cfreu:26	Article 26 - Integration of persons with disabilities	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A27WorkersRightToInformationConsultation	A27 Workers' Right to Information & Consultation	skos:exactMatch	cfreu:27	Article 27 - Workers' right to information and consultation within the undertaking	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A28RightOfCollectiveBargainingAction	A28 Right of Collective Bargaining & Action	skos:exactMatch	cfreu:28	Article 28 - Right of collective bargaining and action	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A29RightOfAccessToPlacementServices	A29 Right of Access to Placement Services	skos:exactMatch	cfreu:29	Article 29 - Right of access to placement services	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A30ProtectionUnjustifiedDismissal	A30 Protection in event of Unjustified Dismissal	skos:exactMatch	cfreu:30	Article 30 - Protection in the event of unjustified dismissal	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A31FairJustWorkingConditions	A31 Fair & Just Working Conditions	skos:exactMatch	cfreu:31	Article 31 - Fair and just working conditions	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A32ProhibitionOfChildLabourProtectionofYoungAtWork	A32 Prohibition of Child Labour / Protection of Young at Work	skos:exactMatch	cfreu:32	Article 32 - Prohibition of child labour and protection of young people at work	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A33FamilyProfessionalLife	A33 Family & Professional Life	skos:exactMatch	cfreu:33	Article 33 - Family and professional life	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A34SocialSecuritySocialAssistance	A34 Social Security & Assistance	skos:exactMatch	cfreu:34	Article 34 - Social security and social assistance	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A35Healthcare	A35 Health Care	skos:exactMatch	cfreu:35	Article 35 - Health care	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A36AccessToServicesOfGeneralEconomicInterest	A36 Access to Services of General Economic Interest	skos:exactMatch	cfreu:36	Article 36 - Access to services of general economic interest	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A37EnvironmentalProtection	A37 Environmental Protection	skos:exactMatch	cfreu:37	Article 37 - Environmental protection	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A38ConsumerProtection	A38 Consumer Protection	skos:exactMatch	cfreu:38	Article 38 - Consumer protection	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A39RightToVoteStandAsCandidateEUParliament	A39 Right to Vote / Stand as Candidate at European Parliament	skos:exactMatch	cfreu:39	Article 39 - Right to vote and to stand as a candidate at elections to the European Parliament	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A40RightToVoteStandAsCandidateMunicipalElections	A40 Right to Vote / Stand as Candidate at Municipal Elections	skos:exactMatch	cfreu:40	Article 40 - Right to vote and to stand as a candidate at municipal elections	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A41RightToGoodAdministration	A41 Right to Good Administration	skos:exactMatch	cfreu:41	Article 41 - Right to good administration	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A42RightToAccessToDocuments	A42 Right of Access to Documents	skos:exactMatch	cfreu:42	Article 42 - Right of access to documents	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A43EuropeanOmbudsman	A43 European Ombudsman	skos:exactMatch	cfreu:43	Article 43 - European Ombudsman	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A44RightToPetition	A44 Right to Petition	skos:exactMatch	cfreu:44	Article 44 - Right to petition	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A45FreedomOfMovementAndResidence	A45 Freedom of Movement & Residence	skos:exactMatch	cfreu:45	Article 45 - Freedom of movement and of residence	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A46DiplomaticConsularProtection	A46 Diplomatic & Consular Protection	skos:exactMatch	cfreu:46	Article 46 - Diplomatic and consular protection	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A47RightToEffectiveRemedyFairTrial	A47 Right to an Effective Remedy & Fair Trial	skos:exactMatch	cfreu:47	Article 47 - Right to an effective remedy and to a fair trial	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A48PresumptionOfInnocenceRightOfDefence	A48 Presumption of Innocence & Right of Defence	skos:exactMatch	cfreu:48	Article 48 - Presumption of innocence and right of defence	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A49PrinciplesOfLegalityProportionalityCriminalOffencesPenalties	A49 Principles of Legality & Proportionality of Criminal Offences & Penalties	skos:exactMatch	cfreu:49	Article 49 - Principles of legality and proportionality of criminal offences and penalties	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A50RightNotBeTriedPunishedTwiceForSameCriminalOffence	A50 Right Not To Be Tried Twice For Same Offence	skos:exactMatch	cfreu:50	Article 50 - Right not to be tried or punished twice in criminal proceedings for the same criminal offence	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A51FieldOfApplication	A51 Field of Application	skos:exactMatch	cfreu:51	Article 51 - Field of application	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A52ScopeInterpretationOfRightsPrinciples	A52 Scope & Interpretation of Rights/Principles	skos:exactMatch	cfreu:52	Article 52 - Scope and interpretation of rights and principles	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A53LevelOfProtection	A53 Level of Protection	skos:exactMatch	cfreu:53	Article 53 - Level of protection	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:A54ProhibitionOfAbuseOfRights	A54 Prohibition of Abuse of Rights	skos:exactMatch	cfreu:54	Article 54 - Prohibition of abuse of rights	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T1Dignity	Title I: Dignity	skos:exactMatch	cfreu_title:I	Title I - Dignity	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T2Freedoms	Title II: Freedoms	skos:exactMatch	cfreu_title:II	Title II - Freedoms	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T3Equality	Title III: Equality	skos:exactMatch	cfreu_title:III	Title III - Equality	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T4Solidarity	Title IV: Solidarity	skos:exactMatch	cfreu_title:IV	Title IV - Solidarity	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T5CitizensRights	Title V: Citizens' Rights	skos:exactMatch	cfreu_title:V	Title V - Citizens' rights	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T6Justice	Title VI: Justice	skos:exactMatch	cfreu_title:VI	Title VI - Justice	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:T7InterpretationAndApplication	Title VII: Interpretation & Application	skos:exactMatch	cfreu_title:VII	Title VII - General provisions governing the interpretation and application of the Charter	semapv:LLMBasedMatching	CFREU 2012/C 326/02
legal_eu_rights:EUFundamentalRights	EU Fundamental Rights	skos:exactMatch	cfreu:	Charter of Fundamental Rights of the European Union	semapv:LLMBasedMatching	CFREU 2012/C 326/02
